images/44bf7760-a7c2-41c2-9eb4-1d12bd5c235c.jpg,Outwear
images/5176fdc6-3c9b-4291-854e-487861248b4b.jpg,Shorts
images/39dc8452-9d13-4941-a1e2-fc05df87ee4c.jpg,Skirt
images/dde58bb3-f90a-4830-84e1-6d27fe3c16bc.jpg,Pants
images/eebe0c6e-611e-4828-880a-fec67d454ff6.jpg,Dress
images/d6d72696-29b1-4dd7-955a-8c99498842ca.jpg,T-Shirt
images/c9bfd1da-5e50-473d-b69f-0e606cded8dd.jpg,T-Shirt
images/467cb779-f21a-4de6-9e73-e1730abb20c1.jpg,Dress
images/a4ff0158-4981-43d5-aed5-6898e5c1bfb2.jpg,T-Shirt
images/e1cac9ff-3c67-4075-9c91-b6535b9276cd.jpg,Shirt
images/665eb04c-f6ca-41b1-93c7-390124f21243.jpg,Outwear
images/59d4d94f-5a3e-4432-9f28-b2bf3d4db3b6.jpg,T-Shirt
images/c1901afc-1b9b-46ea-b7c3-aec0f2e11833.jpg,Outwear
images/d92f1cf7-38b9-4975-814b-b6c5c3112741.jpg,Pants
images/0fc3fbae-1ce6-47c3-b183-0d12bf11914f.jpg,T-Shirt
images/cc823d21-d5f7-48cc-a130-015cfedb973b.jpg,T-Shirt
images/489c6fad-0314-4563-92f4-57be938c86b2.jpg,Shorts
images/22be984f-afa6-45a1-8895-a60e045f3382.jpg,Shoes
images/8eb3e51e-df75-43a5-be62-08e635a20edc.jpg,T-Shirt
images/973dc4ec-5548-49aa-9c42-718291432a3c.jpg,Shoes
images/2f09caed-4396-4123-a97d-797b57dddc9b.jpg,Longsleeve
images/b77cd746-ab20-46cd-9743-cc9588027725.jpg,Pants
images/3eff1b57-f96e-481c-838d-205a26663620.jpg,Pants
images/3872c0d9-f77d-47e5-a2cf-6457b2652126.jpg,Pants
images/0bb100d9-e760-4bc6-8d74-4cdd429d38eb.jpg,T-Shirt
images/e9c1436b-55af-4e7f-94ae-70bc4735e42e.jpg,Pants
images/1bcf8cc6-9d6e-49d6-ab17-6b6bb795eadb.jpg,Shorts
images/05d01bf9-6ff5-4c5e-b946-b4ca004a125b.jpg,T-Shirt
images/531a0307-e3d4-4ab5-b488-12932fd218f9.jpg,Longsleeve
